ID,Category,Skills
5886,Software Engineer,"Docker, System Design, Git, Java, REST APIs, Agile, Spring Boot"
5887,Software Engineer,"Git, Agile, REST APIs, Docker, System Design, Java"
5888,Product Manager,"Agile, Product Roadmap, Scrum, User Stories"
5889,ML Engineer,"Python, Cloud, Computer Vision, Keras, MLOps"
5890,Data Analyst,"Statistics, NLP, SQL, Deep Learning, Machine Learning, Python"
5891,ML Engineer,"PyTorch, Cloud, Computer Vision, MLOps"
5892,Product Manager,"Scrum, Product Roadmap, Stakeholder Management, Agile"
5893,Software Engineer,"Spring Boot, Docker, Java, Git"
5894,Data Analyst,"Deep Learning, NLP, Statistics, SQL, Machine Learning"
5895,Software Engineer,"Docker, System Design, Git, REST APIs"
5896,ML Engineer,"Computer Vision, Keras, PyTorch, MLOps, Cloud"
5897,Data Analyst,"Power BI, Tableau, SQL"
5898,ML Engineer,"Keras, Python, Cloud, TensorFlow, PyTorch, MLOps, Computer Vision"
5899,Data Analyst,"SQL, Deep Learning, Statistics, NLP, Pandas, Machine Learning"
5900,Data Analyst,"SQL, Power BI, Data Cleaning, Tableau, Reporting, Excel"
5901,Software Engineer,"Agile, REST APIs, Git, Java, Docker, System Design"
5902,Product Manager,"Agile, User Stories, Scrum"
5903,Product Manager,"Stakeholder Management, User Stories, Scrum"
5904,Product Manager,"Scrum, User Stories, Agile, Stakeholder Management, Product Roadmap"
5905,Product Manager,"User Stories, Scrum, Product Roadmap, Stakeholder Management, Agile"
5906,Software Engineer,"Java, REST APIs, System Design, Spring Boot, Agile, Docker, Git"
5907,Data Analyst,"Tableau, Excel, Reporting, Data Cleaning, SQL"
5908,Product Manager,"Product Roadmap, User Stories, Stakeholder Management, Scrum"
5909,Software Engineer,"Git, Docker, REST APIs, Java"
5910,ML Engineer,"Cloud, Python, PyTorch, Keras"
5911,Product Manager,"Agile, Stakeholder Management, User Stories, Scrum"
5912,Product Manager,"Stakeholder Management, User Stories, Product Roadmap, Scrum"
5913,ML Engineer,"Keras, Python, PyTorch, MLOps"
5914,ML Engineer,"Python, Cloud, Computer Vision, TensorFlow"
5915,Data Analyst,"SQL, Statistics, Deep Learning, Pandas, Python, NLP, Machine Learning"
5916,Software Engineer,"Git, Agile, System Design"
5917,Product Manager,"User Stories, Stakeholder Management, Product Roadmap"
5918,Product Manager,"Scrum, Product Roadmap, Stakeholder Management"
5919,Software Engineer,"Git, Docker, System Design"
5920,ML Engineer,"Python, MLOps, PyTorch, Keras"
5921,Product Manager,"Stakeholder Management, Agile, Scrum"
5922,Software Engineer,"Git, Agile, REST APIs, Docker, System Design, Spring Boot, Java"
5923,ML Engineer,"Computer Vision, TensorFlow, Cloud, MLOps, Python, PyTorch, Keras"
5924,Product Manager,"Product Roadmap, Scrum, Agile, Stakeholder Management"
5925,ML Engineer,"Computer Vision, PyTorch, MLOps, Cloud, Keras, Python"
5926,Data Analyst,"NLP, Python, Deep Learning, Pandas, Machine Learning"
5927,Data Analyst,"Excel, Power BI, SQL, Reporting, Data Cleaning, Tableau"
5928,ML Engineer,"Computer Vision, TensorFlow, Python, MLOps, PyTorch"
5929,Software Engineer,"REST APIs, Docker, Agile, Java, System Design, Spring Boot"
5930,Data Analyst,"Pandas, Deep Learning, SQL, Statistics, Machine Learning"
5931,Software Engineer,"System Design, REST APIs, Docker, Java, Git"
5932,ML Engineer,"Cloud, Python, PyTorch"
5933,Data Analyst,"Pandas, Deep Learning, Python"
5934,Software Engineer,"Git, Docker, System Design, Java"
5935,Product Manager,"Scrum, Product Roadmap, Agile, Stakeholder Management, User Stories"
5936,Product Manager,"Stakeholder Management, Scrum, Product Roadmap"
5937,Data Analyst,"Tableau, Excel, Data Cleaning, Power BI, SQL, Reporting"
5938,Data Analyst,"Statistics, NLP, SQL"
5939,Data Analyst,"SQL, Excel, Reporting, Power BI"
5940,Product Manager,"Agile, Stakeholder Management, Product Roadmap, User Stories, Scrum"
5941,Product Manager,"Agile, User Stories, Stakeholder Management"
5942,Product Manager,"User Stories, Scrum, Stakeholder Management"
5943,Data Analyst,"Machine Learning, SQL, Statistics, NLP, Pandas"
5944,Software Engineer,"Java, Git, REST APIs, System Design, Spring Boot, Agile"
5945,Data Analyst,"Statistics, Machine Learning, SQL"
5946,Data Analyst,"Reporting, SQL, Excel, Tableau, Data Cleaning, Power BI"
5947,Data Analyst,"Statistics, NLP, Machine Learning"
5948,Product Manager,"Product Roadmap, Stakeholder Management, Agile, Scrum"
5949,Data Analyst,"Data Cleaning, Excel, SQL, Power BI, Tableau, Reporting"
5950,Software Engineer,"Git, Java, Spring Boot"
5951,Software Engineer,"System Design, Spring Boot, Git"
5952,Product Manager,"Stakeholder Management, Product Roadmap, Agile"
5953,ML Engineer,"Cloud, Keras, Python"
5954,Software Engineer,"System Design, REST APIs, Java, Agile, Spring Boot, Docker, Git"
5955,Data Analyst,"Deep Learning, SQL, Python, Pandas, Statistics"
5956,Software Engineer,"Spring Boot, REST APIs, System Design, Docker, Git, Agile"
5957,ML Engineer,"Computer Vision, Python, Cloud, Keras, MLOps, PyTorch, TensorFlow"
5958,ML Engineer,"Python, PyTorch, Cloud, MLOps, Keras, TensorFlow, Computer Vision"
5959,ML Engineer,"Computer Vision, MLOps, Python, TensorFlow, PyTorch, Keras, Cloud"
5960,Product Manager,"Scrum, Agile, User Stories"
5961,ML Engineer,"Keras, TensorFlow, PyTorch, Python, MLOps"
5962,Software Engineer,"System Design, Docker, Java, REST APIs"
5963,Data Analyst,"Deep Learning, Machine Learning, Python"
5964,Data Analyst,"Power BI, Data Cleaning, Tableau, Excel"
5965,Product Manager,"Stakeholder Management, Agile, Scrum"
5966,Software Engineer,"Agile, Docker, Spring Boot, REST APIs"
5967,Data Analyst,"Power BI, Reporting, Tableau, SQL, Data Cleaning, Excel"
5968,Data Analyst,"Python, Statistics, Machine Learning, SQL, Pandas"
5969,Data Analyst,"Pandas, Deep Learning, NLP"
5970,Product Manager,"Stakeholder Management, Product Roadmap, User Stories, Scrum, Agile"
5971,ML Engineer,"TensorFlow, PyTorch, Computer Vision, Cloud"
5972,Software Engineer,"Docker, Java, System Design, Spring Boot"
5973,Data Analyst,"Python, Pandas, Deep Learning, Statistics, NLP"
5974,Software Engineer,"Spring Boot, Agile, System Design, REST APIs, Git"
5975,Software Engineer,"Git, Agile, Spring Boot, REST APIs, Docker, System Design"
5976,Software Engineer,"REST APIs, Docker, Java, Agile"
5977,Data Analyst,"Statistics, SQL, Deep Learning, Python"
5978,Data Analyst,"Pandas, Python, Statistics, Deep Learning, Machine Learning, NLP"
5979,Software Engineer,"Spring Boot, Agile, System Design"
5980,Data Analyst,"Deep Learning, Python, Pandas, NLP, Statistics, SQL"
5981,Software Engineer,"Agile, System Design, Java, REST APIs, Git"
5982,Data Analyst,"Python, Statistics, Machine Learning, NLP, SQL, Deep Learning, Pandas"
5983,Product Manager,"Product Roadmap, Agile, Scrum, User Stories, Stakeholder Management"
5984,Software Engineer,"System Design, Agile, Git, Java, REST APIs, Spring Boot"
5985,Data Analyst,"Power BI, Reporting, Excel, Tableau, Data Cleaning, SQL"
5986,Product Manager,"Product Roadmap, Stakeholder Management, User Stories, Scrum"
5987,Data Analyst,"Machine Learning, Python, Pandas, SQL, NLP, Deep Learning, Statistics"
5988,ML Engineer,"MLOps, Python, Cloud, Keras, PyTorch, TensorFlow"
5989,ML Engineer,"TensorFlow, Computer Vision, MLOps, Python, Keras"
5990,Software Engineer,"Java, REST APIs, Agile, Git, Docker, Spring Boot"
5991,Data Analyst,"NLP, SQL, Statistics, Python, Deep Learning"
5992,Data Analyst,"Machine Learning, Python, Statistics"
5993,Data Analyst,"SQL, Tableau, Excel, Data Cleaning"
5994,Data Analyst,"Reporting, Excel, Tableau"
5995,Data Analyst,"SQL, Statistics, NLP, Deep Learning, Machine Learning"
5996,Data Analyst,"NLP, Statistics, Deep Learning, Machine Learning, Pandas, Python, SQL"
5997,Software Engineer,"System Design, Spring Boot, Git, REST APIs"
5998,Product Manager,"Agile, User Stories, Stakeholder Management, Scrum"
5999,ML Engineer,"MLOps, Python, Cloud"
6000,Data Analyst,"Power BI, Data Cleaning, Reporting, SQL, Excel, Tableau"
6001,ML Engineer,"TensorFlow, Cloud, MLOps, Computer Vision, Python"
6002,ML Engineer,"PyTorch, Computer Vision, TensorFlow, Keras, Cloud, Python, MLOps"
6003,ML Engineer,"Cloud, Computer Vision, Keras"
6004,Product Manager,"User Stories, Stakeholder Management, Product Roadmap"
6005,ML Engineer,"Computer Vision, PyTorch, TensorFlow, Keras, Python, MLOps"
6006,Software Engineer,"System Design, Java, Spring Boot"
6007,Data Analyst,"NLP, Deep Learning, Statistics, Pandas, Machine Learning, SQL, Python"
6008,Software Engineer,"Agile, System Design, REST APIs, Git, Spring Boot, Java"
6009,Product Manager,"Product Roadmap, Agile, User Stories"
6010,Software Engineer,"Java, Docker, Spring Boot, Git, System Design"
6011,Data Analyst,"Tableau, Excel, Reporting, SQL"
6012,Data Analyst,"Excel, Reporting, SQL"
6013,Product Manager,"Scrum, Product Roadmap, Agile, User Stories, Stakeholder Management"
6014,Data Analyst,"Pandas, SQL, Machine Learning, Python, NLP, Statistics, Deep Learning"
6015,Product Manager,"Scrum, Agile, Stakeholder Management, User Stories"
6016,ML Engineer,"PyTorch, Keras, Computer Vision"
6017,Product Manager,"User Stories, Product Roadmap, Stakeholder Management, Agile, Scrum"
6018,Data Analyst,"Pandas, Deep Learning, SQL, Python, Statistics, NLP"
6019,ML Engineer,"PyTorch, Computer Vision, Cloud, Python, MLOps, Keras, TensorFlow"
6020,Software Engineer,"System Design, Agile, REST APIs"
6021,Software Engineer,"Docker, REST APIs, Spring Boot, Git"
6022,Product Manager,"Stakeholder Management, Agile, Scrum, Product Roadmap, User Stories"
6023,ML Engineer,"Keras, MLOps, Computer Vision"
6024,Data Analyst,"Tableau, Excel, Power BI, Reporting"
6025,Data Analyst,"Pandas, SQL, Statistics, Deep Learning, Machine Learning, NLP"
6026,Software Engineer,"Agile, REST APIs, System Design, Docker, Spring Boot, Git"
6027,Data Analyst,"Excel, Power BI, SQL, Data Cleaning, Tableau"
6028,Product Manager,"Scrum, Product Roadmap, User Stories"
6029,ML Engineer,"TensorFlow, PyTorch, MLOps, Computer Vision, Cloud, Keras"
6030,Software Engineer,"System Design, Spring Boot, Docker, Git, REST APIs"
6031,Data Analyst,"SQL, Data Cleaning, Excel, Power BI, Reporting"
6032,Data Analyst,"Pandas, Machine Learning, SQL"
6033,Data Analyst,"Statistics, Pandas, Deep Learning, NLP, Python"
6034,Product Manager,"Product Roadmap, Scrum, User Stories, Stakeholder Management, Agile"
6035,Software Engineer,"Spring Boot, System Design, Docker, Java, Agile, Git"
6036,Data Analyst,"Statistics, Deep Learning, Machine Learning"
6037,Data Analyst,"Data Cleaning, Excel, Tableau, SQL, Reporting, Power BI"
6038,Data Analyst,"Python, Deep Learning, Machine Learning, Statistics, SQL, NLP"
6039,Software Engineer,"Java, Agile, Git, Spring Boot, Docker, System Design"
6040,Data Analyst,"NLP, SQL, Pandas, Statistics"
6041,Data Analyst,"Excel, Reporting, Data Cleaning"
6042,Software Engineer,"System Design, Agile, Spring Boot"
6043,Product Manager,"User Stories, Product Roadmap, Stakeholder Management, Scrum"
6044,Software Engineer,"Agile, REST APIs, Git, Docker, Spring Boot, System Design"
6045,Data Analyst,"Deep Learning, SQL, NLP, Python"
6046,ML Engineer,"Python, MLOps, TensorFlow, Computer Vision"
6047,Data Analyst,"Machine Learning, Pandas, Python, SQL, Statistics, Deep Learning, NLP"
6048,Software Engineer,"Java, System Design, Git, Agile, Spring Boot, REST APIs"
6049,ML Engineer,"Computer Vision, Cloud, PyTorch, TensorFlow, Keras, MLOps, Python"
6050,Product Manager,"Scrum, Product Roadmap, Agile, Stakeholder Management"
6051,ML Engineer,"TensorFlow, MLOps, PyTorch, Python, Keras, Cloud"
6052,Data Analyst,"Data Cleaning, Excel, Reporting, Power BI, SQL, Tableau"
6053,Data Analyst,"Data Cleaning, Excel, Power BI, Tableau"
6054,Data Analyst,"NLP, Python, Statistics, Pandas, SQL, Deep Learning, Machine Learning"
6055,Software Engineer,"Spring Boot, System Design, Java, Git, Docker"
6056,Software Engineer,"Java, Git, Agile"
6057,Data Analyst,"SQL, Machine Learning, Statistics, NLP"
6058,Product Manager,"User Stories, Product Roadmap, Agile, Scrum"
6059,Data Analyst,"Power BI, Tableau, Reporting, SQL, Data Cleaning, Excel"
6060,Software Engineer,"Spring Boot, Agile, Git, REST APIs, Docker"
6061,Product Manager,"Agile, Scrum, Stakeholder Management, User Stories"
6062,Data Analyst,"Statistics, SQL, Machine Learning, NLP, Python"
6063,Data Analyst,"Reporting, Power BI, Tableau, SQL, Excel"
6064,Data Analyst,"Machine Learning, Python, Deep Learning"
6065,Product Manager,"Agile, User Stories, Stakeholder Management, Scrum"
6066,Software Engineer,"Java, Git, System Design, Agile, REST APIs"
6067,Software Engineer,"Agile, Spring Boot, Docker, Git, System Design"
6068,Software Engineer,"Java, Spring Boot, Docker"
6069,Data Analyst,"Excel, Reporting, Tableau, Data Cleaning"
6070,Data Analyst,"Excel, Data Cleaning, Reporting"
6071,Data Analyst,"Statistics, Pandas, NLP"
6072,Software Engineer,"System Design, Java, Docker, Agile, REST APIs, Git"
6073,Software Engineer,"Docker, Agile, System Design, Java"
6074,Data Analyst,"SQL, Python, Machine Learning, Statistics"
6075,ML Engineer,"MLOps, Python, Computer Vision, TensorFlow, Cloud, Keras, PyTorch"
6076,Product Manager,"Scrum, Stakeholder Management, User Stories, Product Roadmap"
6077,Data Analyst,"Power BI, Excel, SQL"
6078,Data Analyst,"Tableau, SQL, Power BI, Excel"
6079,ML Engineer,"PyTorch, Cloud, Keras, Computer Vision, Python, MLOps"
6080,Data Analyst,"Tableau, SQL, Power BI"
6081,Product Manager,"Product Roadmap, Scrum, Stakeholder Management, User Stories"
6082,Data Analyst,"Tableau, Reporting, Power BI, SQL, Excel, Data Cleaning"
6083,Product Manager,"Agile, User Stories, Product Roadmap, Scrum, Stakeholder Management"
6084,Data Analyst,"Data Cleaning, SQL, Reporting, Tableau, Power BI, Excel"
6085,ML Engineer,"Computer Vision, Python, MLOps, PyTorch"
6086,ML Engineer,"TensorFlow, MLOps, Python, Cloud"
6087,Data Analyst,"Excel, Tableau, SQL, Power BI, Data Cleaning, Reporting"
6088,Software Engineer,"Agile, REST APIs, System Design, Spring Boot, Java, Docker"
6089,Software Engineer,"REST APIs, Git, Docker, Java, Agile"
6090,Data Analyst,"SQL, Tableau, Data Cleaning, Reporting"
6091,Data Analyst,"Excel, Reporting, Tableau, Power BI, SQL, Data Cleaning"
6092,ML Engineer,"TensorFlow, Cloud, Computer Vision, PyTorch, Keras"
6093,Product Manager,"Stakeholder Management, User Stories, Agile, Product Roadmap"
6094,Product Manager,"Stakeholder Management, Scrum, Product Roadmap, User Stories, Agile"
6095,Product Manager,"Stakeholder Management, Agile, User Stories, Product Roadmap"
6096,Product Manager,"Agile, Scrum, Stakeholder Management"
6097,Product Manager,"Scrum, Agile, Product Roadmap, Stakeholder Management"
6098,Data Analyst,"Power BI, Tableau, Excel, Reporting, SQL"
6099,ML Engineer,"Python, TensorFlow, Computer Vision, Keras, Cloud, MLOps, PyTorch"
6100,Data Analyst,"Tableau, Power BI, SQL, Data Cleaning, Reporting"
6101,Data Analyst,"NLP, Statistics, Pandas, Machine Learning, Deep Learning, SQL, Python"
6102,Data Analyst,"Excel, Tableau, Data Cleaning, Reporting, Power BI, SQL"
6103,Data Analyst,"NLP, Deep Learning, Statistics, Pandas, SQL, Python"
6104,ML Engineer,"Keras, Cloud, PyTorch, Computer Vision"
6105,Software Engineer,"Git, System Design, REST APIs, Docker, Spring Boot, Java"
6106,Software Engineer,"System Design, REST APIs, Java, Spring Boot"
6107,Software Engineer,"Agile, Docker, Spring Boot"
6108,ML Engineer,"MLOps, Keras, TensorFlow, Python"
6109,Software Engineer,"Git, Java, REST APIs, Agile"
6110,Software Engineer,"Git, System Design, Java, Agile, Spring Boot, REST APIs, Docker"
6111,ML Engineer,"MLOps, Computer Vision, PyTorch, Python, TensorFlow"
6112,Software Engineer,"Git, Java, Agile, Spring Boot, REST APIs, Docker"
6113,Data Analyst,"SQL, Excel, Data Cleaning"
6114,Software Engineer,"Git, Docker, System Design, Java, Agile, Spring Boot"
6115,ML Engineer,"Keras, Cloud, TensorFlow, Python"
6116,Product Manager,"Product Roadmap, User Stories, Stakeholder Management"
6117,Data Analyst,"Tableau, Excel, SQL, Power BI"
6118,Software Engineer,"System Design, REST APIs, Git, Docker, Java"
6119,Data Analyst,"Deep Learning, Machine Learning, SQL, Python"
6120,Data Analyst,"Data Cleaning, Reporting, Tableau, SQL, Power BI, Excel"
6121,Product Manager,"User Stories, Agile, Product Roadmap, Scrum, Stakeholder Management"
6122,Data Analyst,"Deep Learning, Machine Learning, SQL"
6123,ML Engineer,"PyTorch, Keras, Computer Vision, TensorFlow, MLOps"
6124,Product Manager,"User Stories, Stakeholder Management, Product Roadmap, Scrum"
6125,Data Analyst,"NLP, Pandas, Python, Statistics, Machine Learning, SQL, Deep Learning"
6126,Software Engineer,"REST APIs, Docker, Java, System Design, Agile, Spring Boot, Git"
6127,Data Analyst,"Machine Learning, Pandas, SQL, Statistics, NLP, Deep Learning"
6128,Data Analyst,"Excel, Reporting, Power BI, Data Cleaning, SQL, Tableau"
6129,Software Engineer,"System Design, Git, Agile, REST APIs"
6130,Data Analyst,"Reporting, Excel, Tableau, Data Cleaning, Power BI"
6131,Software Engineer,"System Design, Git, REST APIs"
6132,Software Engineer,"System Design, Java, Git, REST APIs, Spring Boot, Docker"
6133,ML Engineer,"Keras, Cloud, Computer Vision"
6134,Data Analyst,"Deep Learning, Python, Statistics"
6135,ML Engineer,"Python, Keras, MLOps, Cloud, PyTorch, Computer Vision"
6136,Product Manager,"Scrum, Product Roadmap, Stakeholder Management, User Stories"
6137,Software Engineer,"Java, Docker, Agile, REST APIs, Spring Boot"
6138,ML Engineer,"Computer Vision, PyTorch, Python, TensorFlow, Cloud"
6139,Product Manager,"User Stories, Agile, Stakeholder Management, Product Roadmap, Scrum"
6140,Data Analyst,"Python, Statistics, Machine Learning, Deep Learning, SQL, NLP, Pandas"
6141,Data Analyst,"Tableau, SQL, Excel, Power BI"
6142,ML Engineer,"PyTorch, Cloud, Python"
6143,ML Engineer,"Cloud, MLOps, PyTorch, Python"
6144,Product Manager,"Product Roadmap, User Stories, Stakeholder Management, Agile"
6145,Data Analyst,"Machine Learning, NLP, Deep Learning, Python"
6146,ML Engineer,"PyTorch, Cloud, Computer Vision, Keras, Python, TensorFlow, MLOps"
6147,Data Analyst,"Machine Learning, NLP, Statistics"
6148,Software Engineer,"Spring Boot, Java, Agile"
6149,Data Analyst,"Deep Learning, SQL, Pandas"
